organisation_name,town_city,county,type_rating,route,company_website
In Digital Ltd,London,,Worker (A rating),Skilled Worker,
In Digital Marketing Limited,London,,Worker (A rating),Skilled Worker,
Incode Technology UK Limited,Nottingham,,Worker (A rating),Skilled Worker,
Indigo Computer Consultancy Limited,London,,Worker (UK Expansion Worker: Provisional ),Global Business Mobility: UK Expansion Worker,https://www.indigo-ltd.com
Incredible Technologies Limited,London,,Worker (A rating),Skilled Worker,
INCTURE TECHNOLOGY LIMITED,Harrow,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
INCTURE TECHNOLOGY LIMITED,Harrow,,Worker (A rating),Skilled Worker,
Independent Digital News and Media Limited,London,,Worker (A rating),Skilled Worker,
Independent Technology Systems Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Independent Technology Systems Limited,Bristol,,Worker (A rating),Skilled Worker,
Indigo Software Ltd,Durham City,County Durham,Worker (A rating),Skilled Worker,
Indigo Telecom Group Limited,Magor,Monmouthshire,Worker (A rating),Skilled Worker,
INDRA RENEWABLE TECHNOLOGIES LIMITED,Worcestershire,,Worker (A rating),Skilled Worker,
Indus Health Network UK,London,,Worker (A rating),Skilled Worker,
Industrial Technology Systems,Middlesbrough,Teesside,Worker (A rating),Skilled Worker,
Inetum Digital Services UK Limited,London,,Worker (A rating),Skilled Worker,
Infineon Technologies UK Limited,Bristol,,Worker (A rating),Skilled Worker,
Infineon Technologies UK Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
INFINITE CARE NETWORK LTD,"Hersham,",Surrey,Worker (A rating),Skilled Worker,
INFINITE COMPUTER SOLUTIONS LIMITED,London,,Worker (A rating),Skilled Worker,
INFINITE SOFTWARE SOLUTIONS LTD,Preston,,Worker (A rating),Skilled Worker,
Infinity Technology Solutions,Tunbridge Wells,,Worker (A rating),Skilled Worker,
Influence Digital Limited,London,,Worker (A rating),Skilled Worker,
Influential Software Services Ltd,Maidstone,Kent,Worker (A rating),Skilled Worker,
Infoplus Technologies UK Limited,London,,Worker (A rating),Skilled Worker,
Infoplus Technologies UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Infopro Digital Services Ltd,London,,Worker (A rating),Skilled Worker,
Informatica Software Ltd,Maidenhead,Berks,Worker (A rating),Skilled Worker,
Informatica Software Ltd,Maidenhead,Berks,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Information Technologies Limited,Hitchin,,Worker (A rating),Skilled Worker,
INFOSEC CYBER SECURITY LTD,LONDON,,Worker (A rating),Skilled Worker,
INFOTECH SYSTEM SOLUTIONS LIMITED,Northolt,London,Worker (A rating),Skilled Worker,
INFOTECH WEB TECHNOLOGIES LIMITED,Tyne & Wear,England,Worker (A rating),Skilled Worker,
Infrasoft Technologies Limited,London,,Worker (A rating),Skilled Worker,
Ingenuity Digital Limited,Leeds,,Worker (A rating),Skilled Worker,
Infrasoft Technologies Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
InHaus.ai Limited,London,,Worker (A rating),Skilled Worker,
INK NETWORKS LIMITED,Farnham,,Worker (A rating),Skilled Worker,
Ink Digital Ltd,Brentwood,Essex,Worker (A rating),Skilled Worker,
Innatus Digital,Taunton,Somerset,Worker (A rating),Skilled Worker,
INNOTECH DIGITAL & DISPLAY LTD,"Bardon,",Leics,Worker (A rating),Skilled Worker,
INNOVA TECHNOLOGY SOLUTIONS UK LIMITED,London,,Worker (A rating),Skilled Worker,
Innovate Automotive Network Limited,Preston,Lancashire,Worker (A rating),Skilled Worker,
Innovation Technology and Business Solutions Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Innovation Technology and Business Solutions Limited,London,,Worker (A rating),Skilled Worker,
INNOVATIVE TECHNOLOGY LTD,OLDHAM,LANCASHIRE,Worker (A rating),Skilled Worker,
Innovatus Telecom Services Limited,Wellesbourne,Warwickshire,Worker (A rating),Skilled Worker,
Innovent Technology Limited,Roslin,Midlothian,Worker (A rating),Skilled Worker,
Innovia Technology Ltd,Cambridge,,Worker (A rating),Skilled Worker,
Insider Technologies Limited,Greater Manchester,,Worker (A rating),Skilled Worker,
Insight Technology Ltd,Lonon,,Worker (A rating),Skilled Worker,
Insight Data Analytics Limited,Hatfield,Herts,Worker (A rating),Skilled Worker,
Insightful Technology Limited,London,,Worker (A rating),Skilled Worker,
Inspira Digital Ltd.,Barnstaple,Devon,Worker (A rating),Skilled Worker,
Inspired Homes Network Ltd,Conwy,Conwy,Worker (A rating),Skilled Worker,
Instant Access Technologies,Wokingham,Berkshire,Worker (A rating),Skilled Worker,
Instill AI Ltd,London,,Worker (A rating),Skilled Worker,
Insurance Data Solutions,Chelmsford,Essex,Worker (A rating),Skilled Worker,
InSync Technology Ltd,Petersfield,Hampshire,Worker (A rating),Skilled Worker,
Intact Software (UK) Limited,Hemel Hempstead,Herts,Worker (A rating),Skilled Worker,
INTEGRA SOFTWARE SERVICES PRIVATE LTD,Berkshire,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
INTEGRA SOFTWARE SERVICES PRIVATE LTD,Berkshire,,Worker (A rating),Skilled Worker,
Integrated Clinical Oncology Network UK Ltd,Wimbledon,,Worker (A rating),Skilled Worker,
Integrated Clinical Oncology Network UK Ltd,Wimbledon,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Integrated Digital Solutions Limited,Buckinghamshire,,Worker (A rating),Skilled Worker,
Integrated System Technologies Limited,Lichfield,Staffordshire,Worker (A rating),Skilled Worker,
Integrated Technologies Limited,Ashford,Kent,Worker (A rating),Skilled Worker,
Integrated Technology Corporation Ltd,London,,Worker (A rating),Skilled Worker,
Intelance Digital Enablement Services Ltd,Hayes,Greater London,Worker (A rating),Skilled Worker,
Intelliam AI Plc,Sheffield,South Yorkshire,Worker (A rating),Skilled Worker,
Intelligent Data Technologies Limited,Weybridge,Surrey,Worker (A rating),Skilled Worker,
Intellium AI,BRISTOL,Avon,Worker (A rating),Skilled Worker,
Intelys Technology Limited,Windlesham,Surrey,Worker (A rating),Skilled Worker,
Intense Technologies UK Limited,Reading,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Intense Technologies UK Limited,Reading,Berkshire,Worker (A rating),Skilled Worker,
INTER TECHNOLOGIES CORPORATION LIMITED,LONDON,,Worker (UK Expansion Worker: Provisional ),Global Business Mobility: UK Expansion Worker,
Interactive Software Ltd,Solihull,,Worker (A rating),Skilled Worker,
Intercom Software UK Limited,London,,Worker (A rating),Skilled Worker,
Interactive Technology Corporation Ltd,Manchester,,Worker (A rating),Skilled Worker,
Interlink Software Services Limited,Wilmslow,,Worker (A rating),Skilled Worker,
Intermedia Technologies Company Ltd,Bristol,,Worker (A rating),Skilled Worker,
Intermedia Technologies Company Ltd,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
INTERNATIONAL NETWORK FOR TRADITIONAL BUILDING ARCHITECTURE & URBANISM (UK),London,,Worker (A rating),Skilled Worker,
International Corporate Governance Network,London,,Worker (A rating),Skilled Worker,
International Food Technologies Ltd,London,London,Worker (A rating),Skilled Worker,
International Network of People who Use Drugs,London,London,Worker (A rating),Skilled Worker,
Intrinsic Semiconductor Technologies Limited,Brill,Buckinghamshire,Worker (A rating),Skilled Worker,
Intropy AI Ltd,London,,Worker (A rating),Skilled Worker,
Introworld Technology Limited,London,,Worker (A rating),Skilled Worker,
INVEON DIGITAL COMMERCE SOLUTIONS LTD,Buckinghamshire,,Worker (A rating),Skilled Worker,
Inventive Technologies Limited,Basingstoke,Hampshire,Worker (A rating),Skilled Worker,
Investement Software Limited,London,,Worker (A rating),Skilled Worker,
Investis Digital Limited,London,,Worker (A rating),Skilled Worker,
Investis Digital Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
INVESTOR NETWORKS LTD,London,,Worker (A rating),Skilled Worker,
Invincible Software Holdings Ltd,Abingdon,,Worker (A rating),Skilled Worker,
InVision Software Limited,Leicester,,Worker (A rating),Skilled Worker,
IOKODA TECHNOLOGIES LTD,London,Fitzrovia,Worker (A rating),Skilled Worker,
Ionic Technologies International Limited,Belfast,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Ion Technologies Ltd,Belfast,,Worker (A rating),Skilled Worker,
Ionic Technologies International Limited,Belfast,,Worker (A rating),Skilled Worker,
IOPEX TECHNOLOGIES LTD,LONDON,,Worker (A rating),Skilled Worker,
IOPEX TECHNOLOGIES LTD,LONDON,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
IQ Data Group Limited trading as DataIQ,London,,Worker (A rating),Skilled Worker,
IQEQ DIGITAL LTD,Birmingham,,Worker (A rating),Skilled Worker,
iRhythm Technologies Limited,Bagshot,Surrey,Worker (A rating),Skilled Worker,
iRhythm Technologies Limited,Bagshot,Surrey,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
IRIS Audio Technologies Limited,London,,Worker (A rating),Skilled Worker,
iRiS Software Systems Ltd,London,,Worker (A rating),Skilled Worker,
ISN Software UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
ISN Software UK Ltd,London,,Worker (A rating),Skilled Worker,
Island Technology (UK) Limited,Reading,,Worker (A rating),Skilled Worker,
Isometrix Software UK Ltd,London,,Worker (A rating),Skilled Worker,
ISUN- IMMIGRATION SUPPORT NETWORK LTD,LONDON,Haringey,Worker (A rating),Skilled Worker,
ISUN- IMMIGRATION SUPPORT NETWORK LTD,LONDON,Haringey,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
IT Software Consultancy Services Limited.,Reading,,Worker (A rating),Skilled Worker,
IT TECHNOLOGY SOLUTION LTD,Leicester,,Worker (A rating),Skilled Worker,
IT TRANSMUTER CLOUD FORCE LIMITED,Bexleyheath,,Worker (A rating),Skilled Worker,
ITC Infotech Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
ITC Infotech Limited,London,,Worker (A rating),Skilled Worker,
Itineris Software UK Ltd,Kingston upon Thames,Surrey,Worker (A rating),Skilled Worker,
Itineris Software UK Ltd,Kingston upon Thames,Surrey,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
ITS Digital Ltd,Hertford,Hertfordshire,Worker (A rating),Skilled Worker,
Ivy Farm Technologies,Oxford,,Worker (A rating),Skilled Worker,
IXICO Technologies Ltd.,London,,Worker (A rating),Skilled Worker,
Iyris Technology Ltd,Port Talbot,,Worker (A rating),Skilled Worker,
J P L FLAVOUR TECHNOLOGIES LIMITED,Neston,,Worker (A rating),Skilled Worker,
J.E.B. Technologies Limited,Suffolk,,Worker (A rating),Skilled Worker,
J2 Design Marketing Digital Ltd,Bushey,Herts,Worker (A rating),Skilled Worker,
J2 Software Limited,Williton,Somerset,Worker (A rating),Skilled Worker,
Jade Software Corporation UK Ltd,Harrogate,North Yorkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Jade Software Corporation UK Ltd,Harrogate,North Yorkshire,Worker (A rating),Skilled Worker,
JAI TECHNOLOGIES LTD,READING,BERKSHIRE,Worker (A rating),Skilled Worker,
Jain Network,LONDON,Barnet,Temporary Worker (A rating),Religious Worker,
Jain Network,LONDON,Barnet,Worker (A rating),Tier 2 Ministers of Religion,
Jain Network,LONDON,Barnet,Temporary Worker (A rating),Charity Worker,
Jain Network,LONDON,Barnet,Worker (A rating),Skilled Worker,
JAL RANG DIGITAL PRINTING LTD,LONDON,,Worker (A rating),Skilled Worker,
Jas Live Digital Limited,Coventry,,Worker (A rating),Skilled Worker,
Jc Data Solutions Limited,READING,,Worker (A rating),Skilled Worker,
JDL TECHNOLOGIES LIMITED,Stoke-On-Trent,,Worker (A rating),Skilled Worker,
Jeen AI Technologies UK Ltd,London,,Worker (A rating),Skilled Worker,
Jenesys HQ LTD t/a Jenesys AI,London,,Worker (A rating),Skilled Worker,
Jersey Telecom (UK) Limited,Fareham,Hampshire,Worker (A rating),Skilled Worker,
Jiva.ai Limited,Cardiff,Wales,Worker (A rating),Skilled Worker,
JK Digital Consulting Limited,London,,Worker (A rating),Skilled Worker,
JKA INFOTECH LIMITED,Leeds,,Worker (A rating),Skilled Worker,
JKL Networks Ltd,London,,Worker (A rating),Skilled Worker,
JMS INFOTECH LIMITED,Milton Keynes,,Worker (A rating),Skilled Worker,
Joan Technologies Ltd,Milton Keynes,,Worker (A rating),Skilled Worker,
Job Bank Recruitment Network LTD,Blackburn,,Worker (A rating),Skilled Worker,
John Bean Technologies Limited,Livingston,West Lothian,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
John Bean Technologies Limited,Livingston,West Lothian,Worker (A rating),Skilled Worker,
Johnson Matthey Davy Technologies Limited,London,,Worker (A rating),Skilled Worker,
Jonas Computing (UK) Limited,Wallingford,,Worker (A rating),Skilled Worker,
Jonas Metals Software Limited,Wallingford,Oxfordshire,Worker (A rating),Skilled Worker,
JOURNEY DIGITAL EMEA LIMITED,London,,Worker (A rating),Skilled Worker,
JULIAND DIGITAL LTD,Manchester,,Worker (A rating),Skilled Worker,
JPL Telecom Limited,"Todber, Sturminster Newton",Dorset,Worker (A rating),Skilled Worker,
Juneja Telecom Limited,Horsham,,Worker (A rating),Skilled Worker,
JUNIOR AI LIMITED,London,,Worker (A rating),Skilled Worker,
Juniper Networks (UK) Limited,Staines,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Juniper Networks (UK) Limited,Staines,,Worker (A rating),Skilled Worker,
Just Digital Ltd,HUNTINGDON,Cambridgeshire,Worker (A rating),Skilled Worker,
Jusan Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Jusan Technologies Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Just Technology Group Ltd,Bury,,Worker (A rating),Skilled Worker,
JV Tec Software Solutions Limited,Ilford,,Worker (A rating),Skilled Worker,
K23 Limited T/A K23.ai,Guildford,,Worker (A rating),Skilled Worker,
K3 Business Technology Group plc,Manchester,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Kaar Technologies UK Limited,Huddersfield,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
K3 Business Technology Group plc,Manchester,,Worker (A rating),Skilled Worker,
Kaar Technologies UK Limited,Huddersfield,,Worker (A rating),Skilled Worker,
KADA TECHNOLOGIES US LTD,Slough,,Worker (A rating),Skilled Worker,
KAF Telecom Ltd,Chadwell Heath,Essex,Worker (A rating),Skilled Worker,
KAI Computer Services Ltd,LONDON,,Worker (A rating),Skilled Worker,
Kainos Software Ltd,Belfast,Antrim,Worker (A rating),Skilled Worker,
Kaifa Technology UK Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
KAL Software UK,Edinburgh,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
KAL Software UK,Edinburgh,,Worker (A rating),Skilled Worker,
Kaldi Financial Technology Ltd,London,,Worker (A rating),Skilled Worker,
Kalibrate Technologies Limited,Manchester,,Worker (A rating),Skilled Worker,
Kamu Technologies Ltd,Birmingham,,Worker (A rating),Skilled Worker,
KARTOA TECHNOLOGIES LTD,Bedford,Bedfordshire,Worker (A rating),Skilled Worker,
KATAM TECHNOLOGIES LTD,MAIDENHEAD,BERKSHIRE,Worker (A rating),Skilled Worker,
KATRYAN TECHNOLOGIES LTD,LONDON,,Worker (A rating),Skilled Worker,
Kayak Software (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Kayak Software (UK) Limited,London,,Worker (A rating),Skilled Worker,
KBC Process Technology Ltd,Walton on Thames,Surrey,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,
KBC Process Technology Ltd,Walton on Thames,Surrey,Worker (A rating),Skilled Worker,
KBC Process Technology Ltd,Walton on Thames,Surrey,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
KBC TECHNOLOGIES UK LIMITED,BRENTFORD,,Worker (A rating),Skilled Worker,
KBC TECHNOLOGIES UK LIMITED,BRENTFORD,,Worker (A rating),Global Business Mobility: UK Expansion Worker,
KBS TECHNOLOGIES LTD,Birmingham,,Worker (A rating),Skilled Worker,
KEATH.AI LTD,England,,Worker (A rating),Skilled Worker,
Keble Network Limited,Surrey,,Worker (A rating),Skilled Worker,
