organisation_name,town_city,county,type_rating,route,careers_website
Olive Technologies Ltd,Reading,,Worker (A rating),Skilled Worker,
Olix Computing Limited,London,,Worker (A rating),Skilled Worker,
Omim Technology Limited t/a Mimo,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Omim Technology Limited t/a Mimo,London,,Worker (A rating),Skilled Worker,
Omnia Smart technologies Ltd,Fleet,,Worker (A rating),Skilled Worker,
ONEAFRICA TECHNOLOGIES LTD,MANCHESTER,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
ONEAFRICA TECHNOLOGIES LTD,MANCHESTER,,Worker (A rating),Skilled Worker,
ONEAPPS ENTERPRISE TECHNOLOGIES LTD,Sutton,,Worker (A rating),Skilled Worker,
Oneio Cloud UK Limited,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker,
Oneshot.ai Limited,Gerrards Cross,Buckinghamshire,Worker (A rating),Skilled Worker,
OneStock Software Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
OneStock Software Ltd,London,,Worker (A rating),Skilled Worker,
OneTrust Technology Limited,London,,Worker (A rating),Skilled Worker,
OneTrust Technology Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Onevoice Digital Limited,Manchester,,Worker (A rating),Skilled Worker,
ONSECURITY TECHNOLOGY LIMITED,Bristol,,Worker (A rating),Skilled Worker,
Ontik Technologies Limited,London,,Worker (A rating),Skilled Worker,
ONVU TECHNOLOGIES LIMITED,LONDON,,Worker (A rating),Skilled Worker,
Onvu Technologies Limited,London,,Worker (A rating),Skilled Worker,
Onward Technologies Ltd,Birmingham,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Onward Technologies Ltd,Birmingham,,Worker (A rating),Skilled Worker,
Open Box Software Limited,Rochester,Kent,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Open Box Software Limited,Rochester,Kent,Worker (A rating),Skilled Worker,
Open College Network London Region,London,,Worker (A rating),Skilled Worker,
Open Data Services Cooperative Limited,Manchester,,Worker (A rating),Skilled Worker,
Open Education AI CIC,Covent Garden,LONDON,Worker (A rating),Skilled Worker,
Open Network Systems Limited,London,,Worker (A rating),Skilled Worker,
Open Technology Services UK Limited,London,,Worker (A rating),Skilled Worker,
Open Trade Technology Ltd,Altrincham,Cheshire,Worker (A rating),Skilled Worker,
Opencast Software Europe Limited,Newcastle-Upon-Tyne,Tyne & Wear,Worker (A rating),Skilled Worker,
OpenDialog AI Limited,London,,Worker (A rating),Skilled Worker,
OPENSOFT TECHNOLOGIES LIMITED,Worcester Park,,Worker (A rating),Skilled Worker,
Opinr UK Software Limited,London,,Worker (A rating),Skilled Worker,
Opteran Technologies Ltd,Sheffield,,Worker (A rating),Skilled Worker,
Optimal Technologies Limited,Letchworth Garden City,,Worker (A rating),Skilled Worker,
Options Technology Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Options Technology Limited,London,,Worker (A rating),Skilled Worker,
Optix Software Ltd,York,North Yorkshire,Worker (A rating),Skilled Worker,
Optometric Technology Group Ltd,London,,Worker (A rating),Skilled Worker,
Optrak Distribution Software Limited,Ware,Hertfordshire,Worker (A rating),Skilled Worker,
Opus Power Networks Ltd,Limavady,Londonderry,Worker (A rating),Skilled Worker,
Oracle Financial Services Software B.V.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Oracle Financial Services Software B.V.,London,,Worker (A rating),Skilled Worker,
Orbit Financial Technology Limited,London,,Worker (A rating),Skilled Worker,
ORCA Computing LTD,London,London,Worker (A rating),Skilled Worker,
Oriole Networks Ltd,London,,Worker (A rating),Skilled Worker,
Orion Technologies Limited,London,,Worker (A rating),Skilled Worker,
Orluna LED Technologies Limited,Dunstable,,Worker (A rating),Skilled Worker,
Orpheus Technology Limited,London,,Worker (A rating),Skilled Worker,
Ortus Technology Ltd,Sudbury,Suffolk,Worker (A rating),Skilled Worker,
OSF DIGITAL UK LTD,London,,Worker (A rating),Skilled Worker,
Osmosys Software Solutions UK Limited,"London,",,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Osmosys Software Solutions UK Limited,"London,",,Worker (A rating),Skilled Worker,
OSS Digital Consulting Limited,Feltham,Hounslow,Worker (A rating),Skilled Worker,
OTO Technologies Limited,Blackburn,,Worker (A rating),Skilled Worker,
Otta Technology Limited t/a Otta,London,,Worker (A rating),Skilled Worker,
Outpost Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Overthrow Digital Ltd,London,Greater London,Worker (A rating),Skilled Worker,
Oxford Expression Technologies Ltd,Oxford,Oxfordshire,Worker (A rating),Skilled Worker,
Oxford Gene Technology IP Limited,Kidlington,Oxfordshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Oxford Gene Technology IP Limited,Kidlington,Oxfordshire,Worker (A rating),Skilled Worker,
Oxford Nanopore Technologies plc.,Oxford,Oxfordshire,Worker (A rating),Skilled Worker,
Oxford Semantic Technologies Limited,Oxford,,Worker (A rating),Skilled Worker,
Oxmit Technologies Limited,Cheadle,,Worker (A rating),Skilled Worker,
Oxvalue.AI Limited,Oxfordshire,,Worker (A rating),Skilled Worker,
OYO Technology and Hospitality (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
OYO Technology and Hospitality (UK) Ltd,London,,Worker (A rating),Skilled Worker,
Ozone Financial Technology Limited,London,,Worker (A rating),Skilled Worker,
Pacific Green Technologies (UK) Limited,London,,Worker (A rating),Skilled Worker,
PACKWOOD TECHNOLOGY LTD,Birmingham,,Worker (A rating),Skilled Worker,
PALABRA.AI LTD,London,,Worker (A rating),Skilled Worker,
Palantir Technologies UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Palantir Technologies UK Limited,London,,Worker (A rating),Skilled Worker,
Palm Technologies Limited,London,,Worker (A rating),Skilled Worker,
Palmer Energy Technology Limited,London,,Worker (A rating),Skilled Worker,
Palmtree Networks Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
PALO ALTO NETWORKS (UK) LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
PALO ALTO NETWORKS (UK) LIMITED,London,,Worker (A rating),Skilled Worker,
Pangaea Data Ltd,London,,Worker (A rating),Skilled Worker,
Pangaea Data Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Papaya Technologies Ltd,St. Albans,,Worker (A rating),Skilled Worker,
Papillon Digital Ltd,London,,Worker (A rating),Skilled Worker,
Paradigm Flow Technologies Limited,Aberdeen,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Paradigm Flow Technologies Limited,Aberdeen,,Worker (A rating),Skilled Worker,
Param Info Technology Services Ltd,Brentford,,Worker (A rating),Skilled Worker,
PARAM TECHNOLOGIES LIMITED,"Ilford,",,Worker (A rating),Skilled Worker,
Parametric Technology (UK) Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Parametric Technology (UK) Limited,Bristol,,Worker (A rating),Skilled Worker,
Parity Technologies Limited,London,,Worker (A rating),Skilled Worker,
Park Place Technologies Limited,London,,Worker (A rating),Skilled Worker,
Partnership Network Events Ltd,Crawley,West Sussex,Worker (A rating),Skilled Worker,
Passenger Transport Software Limited,London,,Worker (A rating),Skilled Worker,
Passion Digital Ltd,London,,Worker (A rating),Skilled Worker,
PASSION TECHNOLOGIES LTD,Chigwell,England,Worker (A rating),Skilled Worker,
PATHFINDER TECHNOLOGY LIMITED,Chesham,,Worker (A rating),Skilled Worker,
Patika Global Technology Limited,London,,Worker (A rating),Skilled Worker,
Patina Cloud Services Limited,Stretford,Manchester,Worker (A rating),Skilled Worker,
Patron Network Ltd.,Manchester,Lancashire,Worker (A rating),Skilled Worker,
Paxos Technology Limited,London,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Paxos Technology Limited,London,Berkshire,Worker (A rating),Skilled Worker,
Paye Pass Software Solutions Limited,Liverpool,Merseyside,Worker (A rating),Skilled Worker,
Paymob Technology Limited,London,Greater London,Worker (A rating),Skilled Worker,
Paysecure Technology Ltd,LONDON,,Worker (A rating),Skilled Worker,
PC TECHNOLOGY LTD,Birmingham,West Midlands,Worker (A rating),Skilled Worker,
Peach Loves Digital Limited,Southampton,,Worker (A rating),Skilled Worker,
Peacock Technology Limited,Stirling,,Worker (A rating),Skilled Worker,
Peak AI Limited,Manchester,,Worker (A rating),Skilled Worker,
PEAK CYBER ACADEMY LTD,London,,Worker (A rating),Skilled Worker,
Peak Digital Ltd,Northampton,Northamptonshire,Worker (A rating),Skilled Worker,
PEARL SMILE DIGITAL DENTAL LAB LTD,"Birmingham,",,Worker (A rating),Skilled Worker,
Penfold Technology Limited,London,,Worker (A rating),Skilled Worker,
PennEngineering Fastening Technologies (Europe) Ltd,Burnley,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
PennEngineering Fastening Technologies (Europe) Ltd,Burnley,,Worker (A rating),Skilled Worker,
Peregrine Technologies UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Peregrine Technologies UK Ltd,London,,Worker (A rating),Skilled Worker,
Perfect Data Solutions Limited,Whiteley,Hampshire,Worker (A rating),Skilled Worker,
Perfect Data Solutions Ltd,Whiteley,Hampshire,Worker (A rating),Skilled Worker,
PERFECT DIGITAL LTD,London,,Worker (A rating),Skilled Worker,
Perforce Software UK Ltd,Bracknell,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Perforce Software UK Ltd,Bracknell,Berkshire,Worker (A rating),Skilled Worker,
Permutable Technologies Limited,TEDDINGTON,Middlesex,Worker (A rating),Skilled Worker,
PERO TECHNOLOGIES LTD,Crook,County Durham,Worker (A rating),Skilled Worker,
Perplexity AI Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Perplexity AI Ltd,London,,Worker (A rating),Skilled Worker,
PERSE TECHNOLOGY LIMITED,LONDON,,Worker (A rating),Skilled Worker,
Persistent Technologies LTD,Slough,,Worker (A rating),Skilled Worker,
Personal Computer Music Ltd,London,,Temporary Worker (A rating),Creative Worker,
Personal Computer Music Ltd,London,,Worker (A rating),Skilled Worker,
Personal Data Management Limited t/a IE Hub,Cardiff,South Glamorgan,Worker (A rating),Skilled Worker,
Personetics Technologies (UK) Ltd,London,,Worker (A rating),Skilled Worker,
Personetics Technologies (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Persys Technologies LTD,Stotfold,,Worker (A rating),Skilled Worker,
Petroleum Software Limited,London,,Worker (A rating),Skilled Worker,
PG DIGITAL LTD,Kent,,Worker (A rating),Skilled Worker,
PGP (UK) Ltd t/as Data Innovations,Edinburgh,,Worker (A rating),Skilled Worker,
PH Water Technologies,Farnborough,,Worker (A rating),Skilled Worker,
Pharmatelligence Limited t/a Human Data Sciences,Cardiff,Cardiff,Worker (A rating),Skilled Worker,
PHARMIX TECHNOLOGIES LIMITED,Manchester,,Worker (A rating),Skilled Worker,
Phlux Technology Ltd,Sheffield,,Worker (A rating),Skilled Worker,
Phoebus Software Ltd,Solihull,West Midlands,Worker (A rating),Skilled Worker,
Phoenix Global Media Network Limited,Harrow,Middlesex,Worker (A rating),Skilled Worker,
PHOENIX OPTICAL TECHNOLOGIES LIMITED,St. Asaph,Denbighshire,Worker (A rating),Skilled Worker,
Phoenix Software Limited,York,North Yorkshire,Worker (A rating),Skilled Worker,
PHONE CLOUD PLUS LTD,"Hull, East Riding Of Yorkshire",,Worker (A rating),Skilled Worker,
PHONE N COMPUTER ZONE LTD,Oldham,,Worker (A rating),Skilled Worker,
PI SQUARE TECHNOLOGIES UK PVT LTD,Slough,,Worker (A rating),Skilled Worker,
PIANO SOFTWARE LTD,London,,Worker (A rating),Skilled Worker,
Pico Technology,Eaton Socon,Cambridgeshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Pico Technology,Eaton Socon,Cambridgeshire,Worker (A rating),Skilled Worker,
Picocom Technology Limited,Bristol,,Worker (A rating),Skilled Worker,
PICOLAB TECHNOLOGIES LTD,Liverpool,MERSEYSIDE,Worker (A rating),Skilled Worker,
PICS Telecom International Limited,Severnside,Bristol,Worker (A rating),Skilled Worker,
Picture Perfect Data Ltd,Wetherby,West Yorkshire,Worker (A rating),Skilled Worker,
Pilz Automation Technology LP,CORBY,Northamptonshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Pilz Automation Technology LP,CORBY,Northamptonshire,Worker (A rating),Skilled Worker,
Pimberly Software Development Limited,Manchester,Greater Manchester,Worker (A rating),Skilled Worker,
Pineapple Technology LTD,London,,Worker (A rating),Skilled Worker,
Pinewood Technologies Group PLC,"Annesley, Nottingham",,Worker (A rating),Skilled Worker,
Pinewood Technologies PLC,Birmingham Business Park,,Worker (A rating),Skilled Worker,
PingPong Digital Ltd.,Birmingham,West Midlands,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
PingPong Digital Ltd.,Birmingham,West Midlands,Worker (A rating),Skilled Worker,
Pinnacle Computing Support Limited,Belfast,Co Down,Worker (A rating),Skilled Worker,
Pinnacle Infotech Limited,London,,Worker (A rating),Skilled Worker,
PIONEER NETWORK UK LTD,Wolverhampton,,Worker (A rating),Skilled Worker,
Pioneering Data Tech Ltd,Glasgow,,Worker (A rating),Skilled Worker,
Pipe Technologies UK Ltd,London,,Worker (A rating),Skilled Worker,
Pipe Technologies UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
PIRAI INFOTECH LIMITED,Bracknell,,Worker (A rating),Skilled Worker,
Pixel Infotech Ltd,Gravesend,Kent,Worker (A rating),Skilled Worker,
Pixelcode Technologies Limited,"Leyton, London",,Worker (A rating),Skilled Worker,
PJN Infotech Limited,Liverpool,Merseyside,Worker (A rating),Skilled Worker,
Plan System Data Limited t/a Meterpoint,Hertford,,Worker (A rating),Skilled Worker,
PLANET EDUCATION NETWORKS LTD,London,,Worker (A rating),Skilled Worker,
Planit Software Limited,Reading,Berkshire,Worker (A rating),Skilled Worker,
Planit Software Limited,Reading,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Planit Software Testing,Reading,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Planit Software Testing,Reading,,Worker (A rating),Skilled Worker,
PLANLAB.AI LIMITED,LONDON,,Worker (A rating),Skilled Worker,
Planlogic Software Limited,London,,Worker (A rating),Skilled Worker,
Platypus Digital,London,London,Worker (A rating),Skilled Worker,
Playtech Software Limited,London,,Worker (A rating),Skilled Worker,
Pleo Technologies Limited,London,,Worker (A rating),Skilled Worker,
Pleo Technologies Ltd,Farringdon,,Worker (A rating),Skilled Worker,
Pleo Technologies Ltd,Farringdon,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Pluto Data Analytics Limited,Brighton,,Worker (A rating),Skilled Worker,
PMB Battery Technologies UK Ltd,Blaenau,Gwent,Worker (A rating),Skilled Worker,
PMB Battery Technologies UK Ltd,Blaenau,Gwent,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
PMY TECHNOLOGIES (UK) LIMITED,London,,Worker (A rating),Skilled Worker,
Pod Digital Marketing Two Limited,Lutterworth,,Worker (A rating),Skilled Worker,
Polar Technology Management Group Limited,"Witney, Eynsham",Oxfordshire,Worker (A rating),Skilled Worker,
Polaris Software Solutions Limited,Banbury,,Worker (A rating),Skilled Worker,
Poli Technology Solutions Limited,Southend-On-Sea,Essex,Worker (A rating),Skilled Worker,
Polka Dot Data Ltd,Chandlers Ford,Hampshire,Worker (A rating),Skilled Worker,
Pollen Technologies Limited,Stockport,Cheshire,Worker (A rating),Skilled Worker,
Polymer Systems Technology Ltd,HIGH WYCOMBE,Buckinghamshire,Worker (A rating),Skilled Worker,
Polyn Technology Limited,Fitzrovia,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Polyn Technology Limited,Fitzrovia,London,Worker (A rating),Skilled Worker,
Poolside AI Ltd,London,,Worker (A rating),Skilled Worker,
Porex Technologies Limited,Alness,,Worker (A rating),Skilled Worker,
Poro Technologies Ltd,Cambridge,,Worker (A rating),Skilled Worker,
Porous Liquid Technologies Ltd.,Belfast,Antrim,Worker (A rating),Skilled Worker,
Portage AI UK Limited,London,,Worker (A rating),Skilled Worker,
Portia AI Ltd,London,,Worker (A rating),Skilled Worker,
PORTLETHEN COMPUTER (SERVICES) LIMITED,Aberdeen,Aberdeenshire,Worker (A rating),Skilled Worker,
PORTMAN DIGITAL MARKETING LTD,LONDON,,Worker (A rating),Skilled Worker,
Portofino Technologies UK Limited,Altrincham,Cheshire,Worker (A rating),Skilled Worker,
POSITIVE DIGITAL LIMITED - T/A Brand Potential,London,,Worker (A rating),Skilled Worker,
Positron Technologies Ltd T/A TaxScouts,London,,Worker (A rating),Skilled Worker,
Postdot Technologies UK Ltd,London,,Worker (A rating),Skilled Worker,
Postdot Technologies UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Potenza Technology Ltd,Basildon,Essex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
